Date,PK.TMaxF,PK.TMinF,PK.PrcpIN,HH.TMaxF,HH.TMinF,HH.PrcpIN
7/19/2017,89,49,0,86,51,0
7/20/2017,87,53,0,89,53,0
7/21/2017,83,53,0,88,54,0
7/22/2017,87,51,0,83,56,0
7/23/2017,93,52,0,88,60,0
7/24/2017,90,60,0,93,60,0
7/25/2017,90,54,0,90,53,0
7/26/2017,89,54,0,88,57,0
7/27/2017,90,54,0,93,55,0
7/28/2017,93,57,0,92,59,0
7/29/2017,95,57,0.01,93,55,0
7/30/2017,94,57,0,95,59,0
7/31/2017,94,53,0,95,55,0
8/1/2017,92,56,0,94,60,0
8/2/2017,90,66,0,92,57,0
8/3/2017,84,55,0,81,51,0
8/4/2017,87,54,0,88,54,0
8/5/2017,84,62,0,84,54,0.03
8/6/2017,84,54,0,76,52,0
8/7/2017,88,54,0,85,53,0
8/8/2017,83,51,0,89,56,0.03
8/9/2017,85,54,0,85,55,0
8/10/2017,87,55,0,88,58,0
8/11/2017,87,49,0,87,52,0
8/12/2017,87,55,0,86,55,0
8/13/2017,86,51,0.06,90,62,0
8/14/2017,77,51,0,75,52,0.1
8/15/2017,80,46,0,77,45,0
8/16/2017,84,47,0,80,49,0
8/17/2017,85,47,0,84,56,0
8/18/2017,87,52,0,85,56,0
8/19/2017,87,52,0,87,57,0
8/20/2017,80,47,0,80,49,0
8/21/2017,80,50,0,77,48,0
8/22/2017,87,49,0,82,50,0
8/23/2017,89,49,0,88,52,0
8/24/2017,89,49,0.13,90,60,0.02
8/25/2017,81,48,0,76,53,0.14
8/26/2017,83,47,0,82,44,0
8/27/2017,88,48,0,83,46,0
8/28/2017,88,50,0,90,49,0
8/29/2017,89,54,0,90,54,0
8/30/2017,88,53,0,94,55,0
8/31/2017,86,40,0,92,53,0
9/1/2017,86,46,0,85,53,0
9/2/2017,92,54,0,86,59,0
9/3/2017,89,56,0,92,60,0
9/4/2017,90,65,0,92,53,0
9/5/2017,75,50,0,79,46,0
9/6/2017,76,52,0,80,46,0
9/7/2017,76,47,0,80,50,0
9/8/2017,78,55,0,81,49,0
9/9/2017,86,50,0,77,50,0
9/10/2017,85,50,0,85,60,0
9/11/2017,85,47,0,80,53,0
9/12/2017,86,47,0,86,53,0
9/13/2017,86,45,0,86,52,0
9/14/2017,69,45,0.23,73,51,0
9/15/2017,51,44,0.05,53,45,0.01
9/16/2017,60,35,0,52,37,0
9/17/2017,65,36,0,62,37,0
9/18/2017,59,46,0.53,67,37,0.17
9/19/2017,53,36,0.02,52,41,0.6
9/20/2017,52,38,0.13,50,39,0.47
9/21/2017,55,38,0.02,51,39,0.07
9/22/2017,54,44,0,53,35,0
9/23/2017,54,40,0,51,39,0
9/24/2017,58,45,0,50,37,0.04
9/25/2017,59,47,0.001,56,39,0
9/26/2017,66,47,0,58,43,0
9/27/2017,66,41,0,68,43,0
9/28/2017,67,39,0,66,43,0
9/29/2017,70,40,0,71,38,0
9/30/2017,62,47,0.06,71,38,0
